text,label
"When it works, it seems to work well. It tracked my weekend walking reasonably accurately given I don't have high-accuracy mode turned on. Unfortunately it mistakes my morning motorcycle ride (which includes 40-60kph sections) as a run. It must think I'm a big cat chasing down a herd of buffalo. This makes the daily stats absolutely useless except on the rare days where I haven't used the bike/car. If it gets some logic to exclude trips where certain speeds have been reached then it might be useful.",Usability
"love it;) it helped me to get a healthy feel for nutrition again. I went from 4000 kcal a day easely to 1900 kcal a day, and lost the respective weight as well without spending any money ;)",Usability
Works well and lots of features. GUI is kinda a mess with respect to organizing so much data and kinds of data though.,Usability
"Can't set my personal details, height, weight etc. Even though it says it linked to Strava rides aren't being displayed.",Usability
"Tried it July 2015, and again Sept 2016... and it's still junk!",Security
Seriously?! No ability to share my activity on social media? If there is I can't see it anywhere so either way it's very poor,Usability
"Not Happy... Ever since this update, I can not select Fit as my default app for Runs, Walks or Cycling. The only option it give me now, since the update, the phones default app on the LG G3. Fix one thing, bringing back the watch faces, to loosing other things, like setting as default on watch. PLEASE BRING THE SELECTABLITY BACK...",Usability
Most of the time hanging,Performance
The app was great until this last update! Now battery is draining - calorie burner is gone - cycling no longer included in weekly summary - step counter has taken over - etc etc......Bring back last version of App please !,Performance
It says i can't open the app on rooted devices... and my phone isn't rooted,Usability
Freezing my phone up,Performance
"I'm facing problem Due to the new security policy , Samsung s health can't be opened",Security
Don't use and can't uninstall or disable. Bloatware.,Usability
Counts steps but no time or distance for three days now,Performance
Synchronisation sometimes takes a minute too long. But overall a good app,Performance
In comparison to fitbit for 6000 steps . This recorded just 1000,Performance
"Since most recent update, every time I try to measure my heart rate, half way through it tells me to place my finger correctly... it already is... not impressed.",Usability
Wish i could disable or remove it,Performance
"I like this app. But I sit here for 10 solid minutes, trying to get a stress reading, and it never finishes. I don't have the time to wait longer to get a reading.",Usability
"Battery drain on LG G6, having to force close the app all the time for it to stop",Usability
It's stopped,Performance
Doesn't sync to Google Fit,Performance
Fitness wearables user of 3 years+. Bluetooth saps phone battery around -10% every 30-60mins. You need to turn Bluetooth off and only turn it on to sync which defeats having wireless comms \(**)/. Empty white screen and long long long waits for data to sync. Often several days behind on own Withing's data and partner apps both in the Withing's app and web portal. After 12 months+ of this and no performance improvements I can't wait to get a new fitness monitor from anyone but Withing's and ditch this.,Performance
Can't open the app,Usability
Samsung j2 mobile full fake mobile,Performance
Drains battery,Performance
Drains battery,Performance
Integrated with Knox. Now I can't use this app. This was for my medical aid and now I'm losing,Usability
Does not sync steps from Google Fit. Graphs aren't very well scaled in the vertical axis. Air quality is a useless feature. Slow pace of app updates. Non granular notification control.,Usability
Its good but the only problem is that the gps works slow,Performance
"I hate the new changes. Before the updates, you could easily look at the summary for different days. Now, to look at other days, you can only see timeline views. I'd rather see the summary.",Usability
After the latest update showing 400cals without any workout.. not logging cycling and almost showing 50% + steps. Completely wrong data.,Security
Its absolutly great but after getting my new samsung ( j3 pro 2017 ) I cant seem to find a heart rate moniter.... Can you help ?,Usability
Too many ads but it's a good app,Usability
Ok so far...still working out how it works...look good,Usability
Works Excellent but take up 2much space.!!!,Usability
Why does this crap come installed on the phone? I use a different health app that actually works and I can't even uninstall this app. Waste of space.,Usability
Finally got the spo2 sensor worked! This is sometimes really helpful for me as a medical student. Thank you!,Security
I will give five 5 star because I like it but I didn't use it and I don't know how it will work,Usability
What's gone wrong!!after the last update it's not recording after the first walk..get it sorted.,Usability
It's not allowing me to uptown it now for a week. I need to record my progress man,Performance
I have loved all of the improvements to this app over the past couple of years but the recent change to the weight graph is a step backwards. It seems that the valuable aspect of data points and information density has taken a back seat to aesthetics. Please bring back the density.,Usability
It won't update anything on the app... Can't see my sleep cycles or anything.. Makes me want to delete the app.,Performance
"MY LG G3 REFUSES TO UNINSTALL THIS APP, I STARTED TO BELIEVE LG WANTS TO FOLLOW ME HIDDENLY BY KEEPING THIS APP BY FORCE",Performance
"Passive aggressive app! If you leave your phone for any length of time you will get &quot;you haven't moved for the last 2 hours...&quot; Well, my phone hasn't moved. When you do have your phone, &quot;Good job! You've taken more steps today than yesterday...&quot; Not a great way to motivate someone.",Usability
Great but unsure how to.connect to non Samsung smart watch,Usability
"The previous version was great, I'm using the google fit watch face on my Smartwatch 3, and it got updated as it should. With the latest version, updates on my smartwatch stopped, the battery consumption on the smartwatch went crazy, and for some reason google fit will only accept a daily activity goal in time, not in steps as I want it to. The short version: The latest version is crap, its actually completely useless.",Performance
Crashes all the time,Performance
Previously this app was working good with maps of tracks we followed. But after update it didn't recorded any of my cycling activity. Please update this issue.,Performance
"Good overall app for tracking your fitness... But, a very confusing UI... Not user-friendly at all... Tries to provide to much info and features, making it cluttered and not suitable for doing something properly...",Usability
Previous version was much easier to use and had better battery life,Performance
Doesn't ask for permissions and doesn't say what permissions are required. As a result it doesn't do anything for me. Uninstalling.,Security
"The Fit app works fine on my Xperia Z3 compact and online in Chrome Beta, but is terrible on Galaxy S2 8&quot;, does not sync or display activity. Have just uninstalled the app.",Performance
"Hi all.. I don't think this app shows accurate result neither works well. I just checked my BP one hour bfr in clinic and it was low now when I checked through app,it shows very high..",Performance
I can't use it because it shows a message that my S7 Edge is rooted but my ram is official not rooted. Nobody can help me?,Usability
Hard to find stuff. Old app 1000000% better!! Only had watch for a month now starting to look for new option when battery run out.,Performance
"It shouldn't switch off automatically, it should ask you first. Makes integrating with other apps frustrating.",Usability
"Don't like new design at all. Everything is too big. Doesn't look like Android app, more like windows phone app...",Usability
The app measures steps when the phone is idle,Usability
Tracks probably 50% of the steps I actually take. It will have one step value and then 5 minutes later it will have gone down? Even though I was walking the whole time. Very frustrating.,Usability
"It deserves 5 stars, but Widget is too large and only showing steps, it needs to have 1x1 widget",Usability
This update version sucks I don't like or understand it. I really enjoyed the latest version. I unstalled google fit and it really help me and encourage me to keep going. ??,Usability
It was at least a 4 star app until today. After I updated the only food items that were save to database were food items I manually put into the app.,Usability
Messy interface and much of the data you can view is useless. Much better apps out there.,Usability
So disappointed.. Gear s2 steps no longer appearing in Samsung health!,Usability
Crashes all the time,Performance
I wish I could delete this app but it is forced to stay with this package.,Usability
The app doesn't always recognize the type of activity so I edit it to make the existing activity shorter and then add new activity (Add Activity). The problem is that the newly created activity is either not visible in the time line at all or it is visible with wrong length (usually &lt;1min). This is a big problem as that influence the day goal a lot. Really thinking to switch to another app now as this app behaviour is unacceptable.,Performance
"The gps tracks poorly, thinking I was zigzaging along my path and the step counter is a bit short. Also huge battery drain. Never had a problem with any other gps tracking apps",Usability
Heavy battery drain.,Performance
"Sync issues are resolving, still some issues with the wearable aspect, but mostly minor annoyances at this point, no more game breaking bugs. Has come a very long way, but needs a lot of work, I have great hopes for Fit on Android Wear 2.0. However, MAKE THE NOTIFICATION TO TURN ON ACTIVITY DETECTION DISMISSABLE! I use MapMy{activity}, not google fit to record workouts. This ugly obtrusive notification ruins the visual appeal of fit, and is NOT material style. - **",Usability
Can be even better lookwise... Looks and themes suggest some 90's looks so its rating is 3.9. Get some bettet looks and it would be top health app for sure. Its all about google so it must be much to expect.,Usability
When I weigh myself sometimes the scale syncs with my phone and other times it does not. It's very annoying to have to resync my scale to my phone so often to make it work. I thought this was supposed to be easy? At least it finally connected to myfitnesspal.... Android user.,Usability
"The app doesn't register certain meals towards the calorie balance. I'm not sure if it's a bug, or I'm doing something wrong.",Usability
Great app,Usability
I can't understand how to use ?,Usability
If there is a bad choice then you can count on Samsung to pick it. Under Oreo notifications are not clearable so they just clutter your notification and status bar and contrary the email listed in the Google store doesn't go to customer service etc to report bugs. Another poor decision.,Usability
Used to love this app but since getting my new gear fit 2 pro it won't connect to it and sync it's steps even though I constantly get those annoying health updates on my watch.,Usability
"SUX! Far too complex while failing at the simplest function, that being pedometer.",Usability
I'm a novice so I could be bias,Usability
Too many ads but it's a good app,Usability
Total calories in the Activity page are almost 400 calories lower than in all the partner apps and in the food allowance page in the same app.... It's a great app with loads of features but this incorrect 'total calories' is what syncs with apps like my fitness pal so makes it almost unusable for any sort of calorie based weightloss programme! It would be 4/5 stars if this was fixed!,Usability
Won't connect to watch,Performance
Whoa! what happened to the active minutes section? Is it in a different location or gone altogether? please advise.,Usability
"I have a Men's Health print subscription and enjoy the ability to access digital issues on my iPhone. Thinking my wife would enjoy it, I bought her a subscription to Women's Health (print version, which includes digital versions). However, even after logging in with subscription information, NO issues are available without purchasing the digital versions (which we SHOULD have access to). I've uninstalled, reinstalled, etc. nothing. This app is totally useless and the experience has been incredibly frustrating, ESPECIALLY after seeing how seamlessly the Men's Health app works on my iPhone. Swing and a BIG miss here!!!",Usability
Doesn't count every step. Just went shopping and phone didn't register any of it! I,Performance
Still takes ages to start whenever it starts.,Usability
"Great features, pretty accurate readings",Usability
Design is pretty but not at all intuitive. Does not give a very good overview of my activities. Graphs are hard to read and navigate.,Usability
It uses 26% of battery while others about 5%. Decrease number of notifications.,Performance
"The app will notify when I reach my goal, but it say something different and hour later.",Usability
There needs to be a setting or option for people who work 3rd shift. I am an EMT and work 3rds. It's very difficult to add dinner when your dinner is 1am. It's also hard to add sleep when you sleep in the middle of the day.,Usability
"My activity on Google Fit will only sync with activity Club if I sync the mymap apps to Google Fit, if I just let Google fit on its own track my movements it does not sync to activity Club",Usability
(Can't open the app in rooted devices due to new security policy) My phone is not rooted and please give me a reply how to fix it..,Security
Can't see the exact activities clearly like before.,Usability
This app is not working in my Samsung Galaxy Alpha I don't know why when I open the app it says update this app and when I tap ok it shows the update is not available kindly tell me what's the issue,Usability
Uses more battery then the screen. I have asked for help and receive no replies,Performance
Doesn't work for me. But great UI,Usability
A widgit that reminds of you of calorie balance on the front screen would be nice the app has definitely improved for me,Usability
When I use the app I think it can turn on and my phone turn off,Usability
"I love it!!It's the best app ever! But I can't sign in with my account, I don't know why Anyway 5 stars,amazimg app",Usability
I had a full day today and this app is showing 0 steps =(,Performance
Nice app...??,Usability
it's real blood pressure checker.it's useful and u can use it anywhere.i like it.easy to use.but something can' understand how to use.,Usability
I do not use it. I would like to uninstall but it is not as simple as when I installed it. Why is it more difficult to uninstall?,Usability
Great app,Security
no way to turn off auto hr,Usability
It's in accurate and it's frustrating to have to sit through video adds immediately before viewing my results.,Usability
More difficult to get to other metrics,Usability
"I cannot connect this thing to my watch despite the instructions I had to set up, which didn't even work for my J7 Prime phone and my gear fit 2. No clear instructions on how to set things up.",Usability
The app has stopped working,Usability
The newest version is constantly creating on my note 8 saying that the new security features do not support rooted device. I have never rooted the device... pls fix,Security
"Utterly useless, app tells me 1 thing, watch tells me another. This app is entirely pointless, I'm better off using the web app.",Usability
Latest version app as of 12/8/16 works well. Just need to sort out swimming tracking. If you swim too fast it doesn't track.,Performance
"-1 start : Blood pressure graphics is very bad, difficult tu read. Rework need! And adding measurement is annoying by number already present !!!",Usability
"Something is wrong with this app lately. It becomes slow and unresponsive, even freezing the entire system. Can't use it anymore.",Performance
Why the app asking for birthdate? Threat to personal info. security.,Security
Full of ads and that is a problem....but everything else is very great indeed.?,Usability
"Great app. I use it everyday. I was able to connect my Water reminder app with this. Not sure if the update is to blame, but I can't search new food without entering manually or notify the app team. Please Fix!",Usability
Not accurate with steps count,Usability
The application never has the same steps listed as my S-Health. Updating is painfully slow and lags. Same with integration to Google Fit.,Usability
I don't know why people give this a low rating. This app motivated me to workout anf the actice recording showed me an overall view of my activities every day. It also has a motivating quote that changes everyday if you integrate it in the smart bulletin on your LG phone.,Usability
Is a must have by default,Usability
The app doesn't track the work out and steps correctly. It's very far off. My Samsung app tracks every single step I take but google fit doesn't. There are very little function. It allows you to enter the length of work out but you have to enter the calories burned yourself. That's stupid.,Usability
Probably less clear then before. Seems a little more performant though.,Usability
"Works great but synching speed and experience is atrocious compared to iOS, please improve.",Performance
Uses too much power since last update. Biggest drain of all my apps,Performance
I thought the work out looked too easy but try to keep up with timing and rest periods and you will find it is actually quite challenging.,Usability
not work,Performance
Disappointed say the least. if u by accident u uninstall all data is lost I had mega personal info I used daily all gone. Not going bother useing again. Really angry?,Usability
I normally love fit but the new version crashes on my moto 360 (2nd edition) every 3 seconds. So I will have to un-install until it is fixed.,Usability
This update version sucks I don't like or understand it. I really enjoyed the latest version. I unstalled google fit and it really help me and encourage me to keep going. ??,Usability
It adds steps even when I'm just sitting doing nothing! Not helpful when trying to keep track of daily steps at all.,Usability
"Really good app, though can't understand why the android version doesn't tell you what badge is coming up next on the step counter like the apple version",Usability
Try it,Usability
I really dislike the look of the logo for this app. I don't get inspired by it at all.,Usability
Graphs thats are not clear what you have achieved for the day and use too many colours that make it confusing. Please hire a ux designer to solve this horrible app,Usability
Device not rooted but when I open app it says it is and app won't work?,Usability
It's not working .. it keeps saying samsung health with knox and im waiting for this when it's completed it says that there is no network connection .. please help.,Usability
Pace not accurate. It clocked me at 13.5 mph.,Usability
I like the base original for steps. The update is difficult to use,Usability
This thing is eating up my battery. The latest update. Pixel 2,Performance
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
"I used to think this app was better than Mapmy walk. Lately, it just does whatever it wants. The updates have made it impossible for me to figure out how to recreate settings. Recently, it just wiped itself out and obliterated all the stored data. I did nothing to ask for this. Just woke up one day and everything changed. Also, I often have to restart my phone in order to get the step app to kick in in the morning. I usually like to start the walking app, and let it tell me how far I walked and what pace. Now all it will do is tell me I walked 0.0 miles but it will tell me what pace I walked. It also has some preconceived notion of what my workout is, which I can't figure out how to change. So, to recap. I absolutely used to love it. Now I hated it. but then I got good customer care support and I was happy however this week, again I updated and the app is wonky again.",Performance
Why can't I delete this app,Usability
App is constantly running in the background. It kills my phone.,Performance
"Looks good, but steps counter sometimes ignores hours of walking. Also, synchronization between multiple devices is not seamless.",Usability
Not sensing finger touch,Usability
I am just trying to put in my password and the captcha like box that is supposed to have letters in it is completely blank.So now that i have found the right password i can not enter it because that box is empty.,Usability
"I loved the previous version even more. It's great to play the game of making the daily targets, but the new Timeline often takes minutes to display.",Performance
Last update is a battery drain. Keeps my device awake all the time. Uninstalled. Update: Installed again latest version. Same battery drain issue.,Performance
"It's not the most useful app on the world, but that would be forgivable if it weren't so UGLY. The color palate is a total mess, and the artwork is oddly discomforting as well. What were they thinking?",Usability
I do not use it. I would like to uninstall but it is not as simple as when I installed it. Why is it more difficult to uninstall?,Usability
", , dA bit unstable, the alarm only goes off once in a while, yesterday, apparently, I slept over 14 hours, even though wearing the watch all the time. Great promise but crappy software.",Usability
Don't miss out on the advice this app contains. The advice will expend your mind.,Usability
Where is the SpO2 option. Not finding it anywhere.,Usability
turns off every time,Performance
"Setting watch alarms isn't very intuitive though, I had to look online to find out how where it was in the app.",Usability
Where is the ability to add height measurements?,Usability
For some reason the slow speed replay is not working is that intended,Performance
There is no way to stop it from working in the background,Usability
I am used to commute by my motorbike. Google fit identifies as biking. I have to delete it every time. Can't we have a pop up option before saving,Usability
"Good overall app for tracking your fitness... But, a very confusing UI... Not user-friendly at all... Tries to provide to much info and features, making it cluttered and not suitable for doing something properly...",Usability
Detailed information available before is gone leaving me with no way to easily access my daily info,Usability
"Must have phone moving while walking, can't be using it for other things. It now tells me &quot;&quot;Sign in failed' Error signing in the specified account. Please choose a different account.&quot; I don't have a different account. All steps for today are now gone",Performance
Where is the SpO2 option. Not finding it anywhere.,Usability
"Generally like the functions, however the social function &quot;Together&quot; does not work - you are unable to register. Many complain about this on Samsung's forums, but no solution or response from the company.",Performance
Used to be correct in recording steps but after recent update it doesnt count steps on my Note 5,Performance
Bp measurements is totally wrong...reading is not accurate please avoid this app those suffering form hypertension,Performance
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Usability
Why can't I at least disable it?!?! I hate bloatware taking up space on my phone.,Usability
This app is essentially what My Tracks should have been. It's dead simple and tracks everything you would expect. It even does a decent job of tracking your activities when you forget to tell it to start tracking. My only complaint is that it makes it difficult to find your top speed when biking/running.,Usability
"It's great that you can connect other apps to it. So you don't have to run many apps for counting your steps and... But the it's not that intelligent, even when I use GPS, it can't automatically detect when I'm running, when im not. I was laying on bed, almost for an hour, I've noticed it counted that as a running training with 2000 steps taken. How? I don't have any idea. In fact I hadn't even moved 1cm from where I was.",Performance
"Please change the voice of that girl to somewhat motivated i.e. sharp, hard and loud",Usability
Not tracking,Usability
Integrated with Knox. Now I can't use this app. This was for my medical aid and now I'm losing,Usability
Amazing I love every single thing about it x me and my mate love it xx keep up he good work Samsung xx,Usability
Something changed. For the last few days this app has stopped recording my steps. Seems to be a problem since this activity tracking feature was added. This is why I gave it a low rating. UPDATE: 6/29/2017 - Everything works fine now. Putting the rating back up to 5 stars.,Usability
With the new update where are the steps and miles you walked? Uninstalled.,Usability
"Once the day is past,the app does store number of step taken yesterday. That is not good. They keep track yesterday yours but not steps.",Usability
you could improve the accuracy,Performance
I have liked GF in the past but lately it won't sync with BellaBeat nor MFP. Also it's not tracking steps or activities within the app itself. Please fix. Very frustrated.,Usability
The app was great until this last update! Now battery is draining - calorie burner is gone - cycling no longer included in weekly summary - step counter has taken over - etc etc......Bring back last version of App please !,Performance
This app is great but language thoda hindi b hota to achha hota,Usability
This application is unable to work in my country,Usability
Hey.. This app is not working in my S6 Edge . Would you please help me? ?,Usability
My Samsung Health is not working due to new security policy.,Security
"It's a great app, but doesn't work in my cellphone.",Usability
Where is the SpO2 option. Not finding it anywhere.,Usability
"Great amazing app, just hate updates when they changes things around.",Usability
"Forced download, not very effective, too many useless notiffications",Usability
"Totally can't sync v my Steel HR, lousy app.",Usability
Probably less clear then before. Seems a little more performant though.,Usability
Stop developing apps. Your BP measure is absurd. Please mention it's a stupid prank app,Performance
An app that I don't need or want and can't be uninstalled.,Usability
A good app EXCEPT it is a major battery drain. Runs continuously. Uninstalled,Performance
Definitely a good improvement but difficult to read the data for users with poorer eye sight,Performance
Is updating my steps count ever so slowly. It has been doing so for at least 2 days straight. The rest was good and relatable :),Performance
"My only issue is when I'm not doing anything, it says I am. Is there a way to fix this?",Usability
Drains battery,Performance
